BCI-AV#,English,POS,Derivation - explanation,BCI-AV#,POS,Derivation - explanation svenska ,Swedish,BCI-AV#,Norwegian,BCI-AV#,Finnish,BCI-AV#,Hungarian,BCI-AV#,German,BCI-AV#,Dutch,BCI-AV#,Afrikaans,BCI-AV#,Russian,BCI-AV#,Latvian,BCI-AV#,Polish,BCI-AV#,French,BCI-AV#,Spanish,BCI-AV#,Portugese - draft,BCI-AV#,Italian - draft,BCI-AV#,Danish - draft
15483,Monday_(OLD),YELLOW,"(day + 2: second day of the week - based on the convention of Sunday being the first)  SUPERSEDED SYNONYM  See Monday_(day1) 25113, Monday_(day2) 25114, Monday_(day3) 25115",15483,YELLOW,"(day + 2: second day of the week - based on the convention of Sunday being the first)  SUPERSEDED SYNONYM  See Monday_(day1) 25113, Monday_(day2) 25114, Monday_(day3) 25115",måndag (FD),15483,mandag (OLD),15483,maanantai (vanha),15483,hétfő (régi jelkép),15483,Montag (ALT),15483,maandag (OUD),15483,Maandag (OUD),15483,понедельник (СТАРОЕ зн),15483,pirmdiena (novec.),15483,poniedziałek (stare),15483,lundi (ancien),15483,Lunes (ANTIGUO),15483,segunda-feira,15483,lunedì,15483,"tirsdag, mandag"
15484,"money,cash",YELLOW,"(symbol suggests a modified rod of Mercury, the traditional symbol for trade and commerce)  - Character",15484,YELLOW,"(symbol suggests a modified rod of Mercury, the traditional symbol for trade and commerce)  - Character",pengar,15484,"penger, kontanter",15484,raha,15484,pénz,15484,Geld,15484,geld,15484,geld,15484,деньги,15484,"nauda, skaidra nauda",15484,"pieniądze, gotówka, finanse",15484,"argent, argent liquide",15484,dinero,15484,dinheiro,15484,denaro contante,15484,penge
15485,"monkey,ape,gorilla,primate",YELLOW,(animal + similar to + person: animal that resembles a person),15485,YELLOW,(animal + similar to + person: animal that resembles a person),"apa, gorilla",15485,"ape, gorilla, ",15485,"apina, gorilla",15485,"majom, emberszabású majom, főemlős",15485,"Affe, Gorilla, Primat",15485,"aap, gorilla",15485,"aap, gorilla, bobbejaan",15485,обезьяна,15485,"pērtiķis, gorilla, primāts",15485,"małpa człekokształtna, goryl",15485,"singe, primate",15485,"mono, gorila, primate",15485,macaco,15485,scimmia,15485,"abe, abekat"
15486,monster,YELLOW,(creature + strange + thing indicator: creature that is strange or unusual),15486,YELLOW,(creature + strange + thing indicator: creature that is strange or unusual),"monster, seriefigur (etc)",15486,"monster, uhyre",15486,"hirviö, mörkö",15486,szörnyeteg,15486,"Monster, Ungeheuer",15486,monster,15486,monster,15486,"чудовище, монстр",15486,briesmonis,15486,"monstrum, potwór",15486,monstre,15486,monstruo,15486,monstro,15486,mostro,15486,"uhyre, ukendt væsen, uhyre"
15487,"congratulations,best_of_luck,mazel_tov",GRAY,(command + luck),15487,GRAY,(command + luck),"grattis, gratulation",15487,"gratulerer, til lykke",15487,"onnea, onneksi olkoon, onnittelut",15487,"gratuláció, jókívánság",15487,Glückwunsch,15487,gefeliciteerd,15487,gelukwensinge,15487,поздравление,15487,"apsveikums, vēlējums, laimes vēlējumi",15487,"gratulacje, powodzenia, wszystkiego dobrego",15487,félicitations,15487, felicitaciones,15487,parabéns,15487,"buona fortuna, auguri, buon compleanno",15487,"lykønsker, tillykke"
15649,month,YELLOW,"(moon [modification, as of half-moon]) - Character (modified)",15649,YELLOW,"(moon [modification, as of half-moon]) - Character (modified)",månad,15649,måned,15649,kuukausi,15649,hónap,15649,Monat,15649,maand,15649,maand,15649,месяц,15649,mēnesis ,15649,miesiąc,15649,mois,15649,mes,15649,mês,15649,mese,15649,måned
15650,mood,YELLOW,(state_of_mind + feeling: state of one’s mind and emotions),15650,YELLOW,(state_of_mind + feeling: state of one’s mind and emotions),"humör, sinnesstämning",15650,"humør, sinnsstemning",15650,"mieliala, tunnelma",15650,"hangulat, lelkiállapot, kedélyállapot",15650,"Stimmung, Laune",15650,stemming,15650,"bui, stemming",15650,настроение,15650,noskaņojums,15650,"nastrój, humor",15650,"humeur, disposition",15650,humor,15650,estado de espírito,15650,umore,15650,humør
15651,moon,YELLOW,(pictograph: crescent shape resembling the curved shape of the moon in its first quarters)  - Character,15651,YELLOW,(pictograph: crescent shape resembling the curved shape of the moon in its first quarters)  - Character,måne,15651,måne,15651,kuu,15651,hold,15651,Mond,15651,maan,15651,maan,15651,луна,15651,mēness,15651,księżyc,15651,lune,15651,luna,15651,lua,15651,Luna,15651,måne
15652,"moose,elk",YELLOW,(cervine + big),15652,YELLOW,(cervine + big),älg,15652,elg,15652,hirvi,15652,jávorszarvas,15652,Elch,15652,eland,15652,eland,15652,лось,15652,alnis,15652,łoś,15652,"élan, orignal",15652,alce,15652,alce,15652,alce,15652,elg
15653,"moral,good,right,morally_right",GREEN,"(good_conscience + intensity + description indicator: can also be seen as a combination of conscience + positive) See also: correct,accurate,good,right 13416 and good,well,fine,ok,okay,all_right 14463.",15653,GREEN,"(good_conscience + intensity + description indicator: can also be seen as a combination of conscience + positive) See also: correct,accurate,good,right 13416 and good,well,fine,ok,okay,all_right 14463.","rätt, moralisk",15653,"moralsk, riktig, rett, korrekt",15653,"hyvä, moraalisesti oikein",15653,"helyes, jó, erkölcsös, morális",15653,"richtig (moralisch), gut",15653,"goed (moreel), moreel",15653,moreel,15653,"честный, правдивый",15653,"tikumisks, morāls, labs, pareizs",15653,"prawo, prawo moralne",15653,moral,15653,moral,15653,"certo, bom",15653,"giusto (moralmente), buono",15653,"rigtig, god, god"
15654,more,GREEN,(comparative_more + description indicator: much/many on a higher level),15654,GREEN,(comparative_more + description indicator: much/many on a higher level),"mer, fler",15654,"mer, fler",15654,"enemmän, useampia",15654,több,15654,mehr,15654,meer,15654,meer,15654,"больше, более",15654,vairāk,15654,więcej,15654,plus,15654,más,15654,mais,15654,"più, più",15654,mere
15655,morning_(before_noon),YELLOW,(day + before + 12: part of the day before noon),15655,YELLOW,(day + before + 12: part of the day before noon),förmiddag,15655,formiddag,15655,aamupäivä,15655,délelőtt,15655,"Vormittag, Morgen",15655,"ochtend (voor twaalf uur), voormiddag (Vl)",15655,"oggend, môre, voormiddag",15655,до обеда,15655,"rīts, priekšpusdiena",15655,"rano, przed południem",15655,matinée,15655,mañana (antes de mediodía),15655,manhã,15655,mattina,15655,"formiddag, morgen"
15656,morning_(early),YELLOW,(combination of sun and earth: time when the sun appears above the horizon)  - Character ,15656,YELLOW,(combination of sun and earth: time when the sun appears above the horizon)  - Character ,morgon,15656,morgen,15656,aamu,15656,reggel,15656,früh am Morgen,15656,"ochtend, morgend",15656,vroegoggend,15656,утро,15656,agrs rīts,15656,"rano, o świcie",15656,matin,15656,mañana (temprano),15656,manhã,15656,mattina presto,15656,morgen
15657,mortal,GREEN,(death + description before the fact indicator: pertaining to beings who must eventually die),15657,GREEN,(death + description before the fact indicator: pertaining to beings who must eventually die),dödlig,15657,dødelig,15657,kuolevainen,15657,"halálos, halandó",15657,sterblich,15657,dodelijk,15657,sterflik,15657,смертный,15657,mirstīgs,15657,śmiertelne,15657,mortel,15657,mortal,15657,mortal,15657,mortale,15657,dødelig
15658,moshav,YELLOW,(village + to work + together) (Israel),15658,YELLOW,(village + to work + together) (Israel),Moshav (Israel),15658,Moshav (Istrael),15658,moshav,15658,mosav (héber),15658,moshav,15658,moshav (Joods),15658,moshav,15658,мошав (Израиль),15658,moiša (Izraēla),15658,moszaw (hebr),15658,moshav,15658,moshav,15658,moshav,15658,moshav,15658,moshav
15659,"Muslim,Moslem,Islamic",GREEN,(star + crescent moon + description indicator: the star and crescent are traditional symbols for Islam) ,15659,GREEN,(star + crescent moon + description indicator: the star and crescent are traditional symbols for Islam) ,muslimsk,15659,muslimsk,15659,"muslimi, islamilainen",15659,"mohamedán, muzulmán",15659,"muslimisch, islamisch",15659,moslim,15659,"Moslem, Islamitiese",15659,мусульманский,15659,"musulmanis, musulmaņu, Islāma",15659,"muzułmański, islamski",15659,musulman (adj),15659,Musulmán,15659,maometanismo,15659,Musulmano,15659,muslimsk
15660,"mosquito,gadfly,horsefly,cleg",YELLOW,(insect + to fly + to puncture: flying insect that punctures the skin),15660,YELLOW,(insect + to fly + to puncture: flying insect that punctures the skin),mygga,15660,"mygg, moskito",15660,"itikka, hyttynen, sääski, moskiitto",15660,szúnyog,15660,"Mücke, Stechmücke, Moskito",15660,mug,15660,muskiet,15660,"комар, москит",15660,"ods, moskīts",15660,komar,15660,moustique,15660,mosquito,15660,,15660,mosca,15660,myg
15661,"most,maximum",GREEN,(superlative_most + description indicator: much/many on the highest level),15661,GREEN,(superlative_most + description indicator: much/many on the highest level),"mest, flest",15661,"mest, flest",15661,"eniten, useimmat",15661,"legtöbb, maximum",15661,am meisten,15661,meest,15661,"meeste, maksimum",15661,самый,15661,"vissvairāk, maksimums",15661,"najbardziej, najmocniej, maksymalnie",15661,le plus (adj.),15661,"más, máximo",15661,máximo,15661,"massimo, il più",15661,"mest, flest"
15662,"mother,mom,mommy,mum",BLUE,(protection + woman: woman who gives protection to her family)  - Character (superimposed),15662,BLUE,(protection + woman: woman who gives protection to her family)  - Character (superimposed),"mamma, mor",15662,"mamma, mor",15662,äiti,15662,"anya, édesanya, anyu, mama, mami",15662,Mutter,15662,"moeder, mama",15662,"moeder, mamma, ma",15662,"мама, мать",15662,"māte, mamma, māmiņa",15662,"mama, matka, mamusia",15662,"mère, maman",15662,"madre, mamá, mami",15662,mãe,15662,madre,15662,mor
15663,mountain,YELLOW,(pictograph: symbol suggests the side view of a mountain slope)  - Character,15663,YELLOW,(pictograph: symbol suggests the side view of a mountain slope)  - Character,"berg, fjäll",15663,"fjell, berg",15663,"vuori, vaara, kallio",15663,hegy,15663,"Berg, Hügel",15663,berg,15663,berg,15663,гора,15663,"kalns, augstkalne",15663,góra,15663,montagne,15663,montaña,15663,montanha,15663,montagna,15663,"bjerg, bjerg, fjel"
15664,"mountain_berry,cowberry,lingonberry",YELLOW,(berry + mountain: berry that grows in uplands),15664,YELLOW,(berry + mountain: berry that grows in uplands),lingon,15664,"tyttebær, fjellbær",15664,puolukka,15664,piros áfonya,15664,Preiselbeere,15664,vossebes,15664,bosbessie,15664,брусника,15664,brūklene,15664,"brusznica, borówka (jagody górskie)",15664,baie de montagne,15664,baya de montaña,15664,vinho de Málaga,15664,lampone di montagna,15664,tyttebær
15665,mouse,YELLOW,(rodent + little: rodent that is smaller than a rat),15665,YELLOW,(rodent + little: rodent that is smaller than a rat),mus,15665,mus,15665,hiiri,15665,egér,15665,Maus,15665,muis,15665,muis,15665,мышь,15665,pele,15665,mysz (mały gryzoń),15665,souris,15665,ratón,15665,rato,15665,topo,15665,mus
15666,mouth,YELLOW,(pictograph: symbol suggests a round open mouth)  - Character,15666,YELLOW,(pictograph: symbol suggests a round open mouth)  - Character,mun,15666,munn,15666,suu,15666,száj,15666,Mund,15666,mond,15666,mond,15666,рот,15666,mute,15666,usta,15666,bouche,15666,boca,15666,boca,15666,bocca,15666,mund
15667,move-(to),RED,"(move,movement + action indicator: the wheel moves by rolling over the ground)",15667,RED,"(move,movement + action indicator: the wheel moves by rolling over the ground)","förflytta, flytta, köra",15667,"kjøre, flytte, forflytte",15667,"liikkua, siirtyä, kulkea",15667,"mozogni, mozgatni",15667,"fortbewegen, sich rücken, umziehen",15667,"bewegen, verplaatsen",15667,"beweeg, verplaas, skuif (om te)",15667,"двигаться, передвигаться",15667,"virzīt, kustināt, stumt",15667,"ruszać się, przemieszczać, jechać",15667,"bouger, circuler",15667,"mover, moverse",15667,mudar,15667,spostare,15667,"rejser, flytte"
15668,"move_bowels,defecate,stool,shit,ca-ca-(to)",RED,(bowel movement + action indicator),15668,RED,(bowel movement + action indicator),"baja, bajsa, ha avföring",15668,"ha avføring, bæsje",15668,"ulostaa, kakata",15668,"székelni, székletet üríteni, kakilni, kakálni",15668,Stuhlgang,15668,"ontlasting maken, poepen (Nl), kaka doen (Vl)",15668,"onlasting, poep (om te)",15668,испражняться,15668,"atbrīvot taisno zarnu, izkārnīties, defekācija, kakāšana, kakāt",15668,"kał, stolec, gówno",15668,"faire caca, aller à selles",15668,"mover los intestinos, defecar, hacer caca",15668,fazer as necessidades fisiológicas (cocó),15668,"andare in bagno, fare la cacca",15668,har afføring
15669,"movie,film",YELLOW,(cylinder + projector),15669,YELLOW,(cylinder + projector),film,15669,film,15669,"elokuva, filmi",15669,"mozifilm, film",15669,"Film, Spielfilm",15669,film,15669,"film, fliek",15669,фильм,15669,"filma, kino",15669,film,15669,film (bobine),15669,película,15669,filme,15669,film,15669,film
15670,"movie_theatre,cinema",YELLOW,(building + projector),15670,YELLOW,(building + projector),bio,15670,kino,15670,elokuvateatteri,15670,"filmszínház, mozi",15670,Kino,15670,"bioscoop, cinema",15670,"bioskoop, cinema, filmteater, fliekteater",15670,кинотеатр,15670,kinoteātris,15670,kino,15670,salle de cinéma,15670,cine,15670,sala de cinema,15670,cinema,15670,"biograf, film"
15671,"much,many,very",GREEN,(quantity + description indicator),15671,GREEN,(quantity + description indicator),"mycket, många",15671,"mye, mange",15671,"paljon, monta, monet, useat",15671,"sok, nagyon…",15671,viel,15671,"veel, heel",15671,"baie, meer",15671,много,15671,daudz,15671,"dużo, wiele, bardzo",15671,beaucoup,15671,mucho,15671,muitos,15671,molto,15671,"meget, mange, mange"
15672,"mud,clay",YELLOW,"(earth [modification, extended line] + water_(ground_level): mixture composed of more earth than water)  - Character (superimposed - modified)",15672,YELLOW,"(earth [modification, extended line] + water_(ground_level): mixture composed of more earth than water)  - Character (superimposed - modified)",lera,15672,"leire, søle",15672,"muta, lieju, savi",15672,"sár, agyag",15672,"Schlamm, Morast, Dreck, Schmutz",15672,modder,15672,"modder, klei",15672,глина,15672,"māls, māli",15672,"błoto, glina",15672,boue,15672,"barro, arcilla",15672,lama,15672,"fango, melma",15672,mudder
15673,multiplication,YELLOW,(based upon the international mathematical symbol)  - Character,15673,YELLOW,(based upon the international mathematical symbol)  - Character,multiplikation,15673,multiplikasjon,15673,"kertolasku, kertominen",15673,szorzás,15673,Multiplikation,15673,"vermenigvuldiging, maal",15673,"vermenigvuldig, maal",15673,умножение,15673,reizināšana,15673,mnożenie,15673,multiplication,15673,multiplicación,15673,multiplicação,15673,moltiplicazione,15673,multiplikation
15674,multiply-(to),RED,(multiplication + action indicator),15674,RED,(multiplication + action indicator),multiplicera,15674,"multiplisere, gange",15674,"suorittaa kertolasku, kertoa",15674,"szorozni, megszorozni, megsokszorozni",15674,"multiplizieren, vermehren",15674,vermenigvuldigen,15674,"vermenigvuldig, maal (om te)",15674,умножать,15674,reizināt,15674,"mnożyć, pomnażać, zwielokrotniać",15674,multiplier,15674,multiplicar,15674,multiplicar,15674,moltiplicare,15674,"ganger, multiplicerer"
15675,multitude,YELLOW,(multiplication + thing indicator: large number of people or things. The symbol is the concrete form of multiplication.)  - (character with thing indicator),15675,YELLOW,(multiplication + thing indicator: large number of people or things. The symbol is the concrete form of multiplication.)  - (character with thing indicator),mängd,15675,"mengde, masse",15675,"joukko, paljous",15675,"sokaság, nagy mennyiség",15675,Menge,15675,"groot aantal, massa",15675,"groot aantal, massa, menigte",15675,множество,15675,"daudzums, liels daudzums",15675,"mnóstwo, bardzo wiele",15675,multitude,15675,multitud,15675,grande número de coisas ou pessoas,15675,moltitudine,15675,"mangfoldighed, masser"
